"A","B","C","D","E","F","G","H","I"
0,0,2,64,62,44,60,62,43
9,7,54,34,25,78,75,71,51
8,14,13,13,11,43,24,48,114
10,6,4,12,51,48,22,30,16
9,10,20,28,66,54,83,79,197
8,16,41,42,17,17,47,115,49
10,35,8,89,9,81,72,63,52
27,3,22,32,29,46,102,49,65
0,7,88,40,33,58,66,95,52
26,22,5,56,14,32,67,72,44
18,4,62,69,11,24,31,30,35
0,0,10,43,44,69,30,109,104
9,18,19,34,27,42,12,46,38
0,11,27,9,28,16,36,41,56
0,5,5,12,46,53,43,105,125
0,2,13,16,22,110,37,130,144
13,5,35,33,33,73,61,34,78
0,11,9,51,19,120,29,77,90
11,25,16,43,32,29,71,44,67
9,47,67,38,23,101,27,106,103
2,8,28,20,43,68,65,73,47
11,6,3,41,86,50,57,48,110
0,37,22,34,59,31,38,69,104
0,24,15,31,54,37,38,12,53
0,14,22,51,9,40,57,60,137
0,13,18,22,26,98,35,46,84
3,4,8,8,38,47,95,64,55
11,7,7,15,32,32,61,57,108
0,12,61,33,22,7,119,89,68
0,0,34,17,1,35,4,57,53
0,10,69,43,45,25,51,54,50
0,21,43,38,32,64,15,72,66
12,10,8,16,41,6,70,66,88
3,5,26,33,12,56,18,44,59
23,21,37,31,30,44,137,42,46
0,13,27,53,43,65,46,67,110
30,10,57,62,31,9,57,96,54
15,16,24,7,47,57,20,55,35
5,4,40,63,40,28,39,30,57
10,3,31,25,15,61,60,49,68
0,20,4,6,14,62,19,76,94
18,2,29,62,54,34,63,40,107
10,12,4,2,16,41,31,52,7
11,30,23,22,47,29,107,90,46
0,9,1,22,39,79,33,72,62
6,22,52,51,41,51,89,58,69
0,30,56,18,63,48,63,119,38
9,21,31,15,37,56,29,71,58
30,6,37,26,19,34,68,29,141
0,3,2,58,34,17,73,65,116
0,0,23,41,32,18,27,60,32
9,9,6,23,49,63,18,25,213
0,5,14,23,33,51,88,59,101
10,18,13,17,16,82,61,60,61
26,28,19,66,40,56,85,39,100
0,9,13,34,17,60,53,19,51
7,15,12,53,40,50,59,24,30
8,22,47,41,53,35,55,27,20
0,4,59,15,42,73,27,56,71
2,11,39,15,15,26,89,50,33
4,13,44,13,29,48,45,45,51
0,8,13,56,48,48,13,133,75
11,11,51,74,32,20,42,51,94
0,26,22,31,30,86,34,65,17
0,33,9,14,42,13,33,81,22
4,12,35,43,92,64,61,85,58
34,21,31,40,53,37,34,40,93
10,1,40,5,75,35,73,60,30
13,4,11,32,59,90,62,65,83
0,18,51,72,80,30,75,34,74
4,4,10,40,24,92,12,57,136
11,3,3,41,7,34,81,86,32
6,20,41,39,78,30,65,58,113
1,1,23,18,73,94,34,60,87
2,9,61,24,35,96,54,57,79
0,26,51,17,59,66,51,51,155
0,24,32,66,117,32,49,102,93
0,10,21,9,50,32,103,54,32
5,1,1,14,58,60,43,103,65
0,2,17,53,46,103,40,59,17
25,10,11,18,21,29,59,90,209
0,19,54,16,43,67,64,45,140
7,18,27,40,29,54,51,79,77
40,12,7,9,25,34,77,61,72
0,1,40,63,61,45,106,44,43
14,10,4,37,68,28,107,76,38
0,11,30,40,48,29,105,74,40
6,9,43,8,50,56,55,42,75
0,9,52,85,74,55,83,12,64
0,7,4,40,30,63,72,85,82
4,2,7,37,12,54,71,87,85
9,22,20,27,38,108,34,72,48
0,1,25,26,35,46,88,144,53
12,16,36,32,22,33,40,95,170
13,23,2,65,23,37,37,70,62
22,22,61,21,29,100,62,73,105
10,23,26,41,70,59,117,40,101
0,24,11,34,56,23,53,72,28
14,10,11,53,11,37,60,43,68
17,14,56,19,32,37,86,104,28
32,32,35,42,49,37,126,75,43
2,22,51,19,17,85,26,82,68
0,8,6,27,34,45,59,42,117
0,30,20,15,8,51,63,84,119
10,23,61,2,15,41,63,26,57
4,4,10,52,52,80,68,37,34
4,10,13,20,71,55,65,42,22
0,35,34,7,51,76,50,60,70
12,23,11,17,57,56,96,54,106
17,16,71,22,28,69,36,39,46
10,4,26,17,3,65,16,63,146
11,23,50,22,72,11,116,69,45
7,13,39,72,31,14,47,67,75
6,5,18,55,37,17,25,102,101
0,14,7,5,66,35,22,58,73
0,21,9,16,51,68,45,64,23
6,17,11,26,96,25,33,77,53
0,7,16,61,63,58,95,47,58
0,5,14,49,55,97,26,95,109
25,5,8,44,64,38,77,123,68
6,6,4,20,49,62,36,47,111
0,18,16,34,47,24,67,57,86
0,9,67,29,50,116,54,102,133
20,13,17,23,28,59,26,55,71
4,17,30,35,2,15,86,57,44
36,24,12,55,27,24,64,81,41
3,23,13,19,89,72,59,119,38
7,10,11,55,74,57,73,53,25
27,26,14,28,8,61,59,130,72
15,19,19,17,21,23,161,129,61
1,8,22,36,43,45,77,96,22
23,11,22,15,50,19,60,100,84
11,34,52,58,48,13,57,58,74
18,4,47,27,30,15,44,48,43
6,10,24,56,16,14,24,41,116
0,22,26,86,14,30,42,69,148
14,33,22,34,25,72,70,23,76
8,9,8,34,40,46,24,119,64
3,10,45,65,44,76,93,86,84
9,4,28,66,22,31,92,92,62
0,0,7,36,40,77,50,66,92
19,2,19,13,39,79,38,87,129
1,14,12,38,31,28,78,27,89
1,8,23,18,39,51,100,26,60
5,12,18,27,34,57,55,75,63
14,5,8,37,19,64,95,79,85
12,15,32,27,8,35,49,45,57
5,9,18,52,94,85,73,46,59
9,12,49,11,40,71,58,58,88
0,13,8,11,26,66,95,37,37
2,14,12,31,23,64,64,39,14
9,12,14,69,45,44,73,95,91
11,10,12,39,37,54,114,56,47
0,0,17,33,67,17,83,57,35
6,20,20,35,53,53,69,127,57
19,1,27,38,36,79,70,91,83
0,0,23,41,37,86,70,56,45
14,7,9,38,19,36,72,43,72
8,15,4,21,3,25,66,71,79
15,15,13,2,31,46,43,57,99
9,10,31,3,29,51,3,33,71
8,9,49,19,40,50,43,69,35
0,21,48,29,18,21,3,42,42
0,0,56,26,21,68,70,113,124
12,35,19,20,38,51,32,58,121
17,4,35,62,65,79,15,47,36
6,18,11,65,24,64,5,32,99
11,2,16,28,38,58,22,44,18
0,15,19,42,37,9,96,73,54
4,36,12,45,16,46,81,66,47
0,17,11,19,42,57,91,37,45
18,28,40,65,33,26,93,114,43
0,4,34,20,33,33,103,88,42
16,16,5,19,30,74,69,64,89
0,53,52,6,36,11,87,94,57
0,2,20,26,61,57,57,46,72
6,7,46,26,65,110,54,35,65
2,8,16,13,61,58,61,90,34
6,32,2,12,7,48,68,64,98
6,28,25,32,24,12,57,18,56
0,9,18,27,30,66,78,55,70
1,4,16,11,11,53,32,71,95
22,2,25,30,51,43,71,18,61
0,30,20,67,68,93,58,55,74
15,27,28,13,25,37,21,38,100
3,36,10,18,71,44,17,138,116
7,44,15,19,57,46,76,45,110
3,2,25,10,39,49,102,42,68
4,7,8,32,45,31,40,31,86
10,10,15,11,11,26,73,77,72
19,5,29,6,67,117,9,31,88
11,25,61,1,24,73,60,65,19
8,8,32,44,42,30,68,106,49
5,12,8,61,52,65,55,96,73
3,2,35,35,18,60,56,94,103
0,7,18,38,44,56,68,45,38
0,9,30,23,41,131,75,61,65
6,8,15,4,46,35,99,92,126
10,13,11,37,44,74,34,74,97
4,4,21,12,90,34,55,106,75
15,15,11,29,30,39,53,45,31
0,6,13,41,52,18,32,72,64
0,32,7,26,20,8,98,40,4
7,7,15,11,10,32,43,69,62
9,16,11,27,45,32,64,49,85
2,2,14,74,54,45,17,124,25
14,9,50,23,82,50,33,68,120
0,1,52,50,31,69,68,138,36
29,29,29,43,20,32,93,57,107
13,11,16,19,61,62,78,91,70
0,7,7,18,26,56,73,100,41
16,12,12,28,21,16,87,73,87
1,31,28,36,37,39,142,61,124
0,0,54,31,137,45,111,43,96
0,4,16,15,47,26,34,85,101
0,35,34,57,75,24,33,26,69
19,15,11,69,27,58,69,89,67
0,0,11,22,46,77,32,46,37
6,11,27,28,24,42,86,13,100
9,13,6,72,20,35,90,64,108
14,14,27,46,77,63,67,79,74
10,10,6,29,19,21,16,52,43
6,22,27,5,50,44,12,64,39
27,18,36,12,54,12,58,30,87
14,47,28,33,91,25,94,71,49
12,31,1,9,7,37,36,88,72
12,12,34,97,18,56,67,42,88
17,29,36,19,31,23,52,115,72
10,3,4,19,29,60,137,88,37
14,14,14,52,20,23,14,8,111
0,15,24,8,43,87,121,37,124
12,37,51,32,38,69,27,44,57
0,16,30,4,41,33,55,94,78
0,14,52,13,22,55,63,38,72
0,0,10,26,17,57,50,39,111
21,19,8,45,20,105,53,52,83
8,5,41,3,47,41,15,45,109
0,13,34,21,3,42,27,52,40
0,17,5,38,72,41,26,77,23
0,26,15,39,75,58,40,66,55
0,21,21,51,38,40,55,48,143
13,32,94,39,39,37,107,49,39
0,0,22,18,42,35,46,83,94
9,31,28,48,64,42,53,76,59
16,37,23,3,30,29,72,66,77
0,30,18,89,53,52,60,86,65
3,32,2,19,40,33,53,105,47
9,22,17,23,35,65,65,54,25
0,17,35,17,48,62,21,73,48
9,9,21,113,111,93,45,54,22
0,26,7,26,12,35,29,25,99
0,18,18,18,36,57,13,58,100
0,2,25,21,33,45,25,96,76
4,4,5,26,42,27,130,122,21
0,34,3,23,48,30,66,80,68
11,6,17,16,26,91,80,51,74
0,5,39,9,57,43,50,92,76
0,3,13,14,45,62,68,58,71
15,40,5,10,77,79,45,91,140
0,28,11,15,58,84,83,55,24
25,13,59,32,60,59,41,39,101
0,24,13,33,38,19,25,57,120
0,0,8,50,83,20,46,15,70
5,19,21,21,48,47,45,47,14
0,20,6,86,12,52,61,67,126
9,7,31,31,34,54,79,110,84
0,0,0,10,41,14,83,42,8
16,19,37,21,25,14,67,95,76
12,43,62,33,14,59,16,99,116
6,2,8,6,71,84,126,72,48
0,22,24,13,49,61,84,35,61
0,14,3,32,48,66,12,97,84
12,4,7,26,48,33,65,104,104
21,21,31,33,14,64,32,102,76
0,15,28,14,46,45,143,67,27
6,21,21,30,37,61,88,34,77
7,35,17,10,48,37,40,89,104
22,3,19,37,51,51,136,57,68
0,30,24,41,40,39,97,118,77
9,47,39,27,51,19,15,31,103
6,44,17,45,44,55,38,10,34
5,24,9,18,26,16,24,109,76
0,3,6,50,23,28,51,101,48
5,7,18,23,31,41,64,67,87
40,30,59,41,40,25,148,62,126
6,6,10,30,15,64,40,41,69
0,31,4,29,4,38,49,53,98
15,21,11,40,18,64,42,36,74
0,30,14,30,40,23,69,42,94
0,18,32,24,40,34,73,21,84
8,15,12,34,29,56,82,108,101
16,23,16,18,27,45,19,147,63
4,5,57,19,27,43,57,128,66
11,22,49,32,44,34,46,97,57
25,25,52,6,14,26,35,63,36
5,5,15,47,55,47,62,72,41
0,3,50,35,62,54,89,58,65
0,5,59,38,74,65,48,60,56
7,14,39,29,62,45,6,95,105
0,0,18,49,47,41,51,32,57
0,32,23,51,17,18,70,60,117
9,16,13,36,45,105,54,58,86
0,11,19,37,24,49,87,47,90
14,12,33,22,75,33,22,70,91
3,45,15,77,77,31,27,62,86
9,6,35,4,26,41,23,94,42
15,26,31,36,22,95,29,90,86
8,13,40,16,57,43,61,6,58
1,8,27,1,32,42,76,2,100
3,16,30,46,77,17,86,49,21
0,50,18,14,53,74,83,105,86
0,20,17,49,37,54,94,54,9
14,19,1,66,31,58,74,19,133
2,26,13,30,81,58,44,71,66
9,6,7,45,24,85,52,73,40
6,1,18,49,27,77,14,98,99
11,6,6,26,33,102,81,71,29
20,38,13,17,44,33,41,39,44
21,24,34,72,44,68,12,69,114
11,11,4,8,3,10,14,83,97
0,5,13,20,30,39,84,65,93
4,42,24,38,50,23,32,87,68
0,45,29,51,50,81,54,92,37
17,16,24,14,82,50,39,117,54
0,23,10,64,52,63,32,68,89
6,6,59,25,28,45,46,67,43
5,5,47,30,13,15,105,47,86
17,1,49,23,53,28,52,105,123
7,14,8,41,34,55,52,113,105
4,28,8,40,6,52,44,73,87
5,20,28,42,31,70,84,58,19
0,17,6,7,97,60,57,60,51
22,10,19,37,16,55,33,71,58
0,10,14,5,55,34,23,131,89
0,33,31,33,45,46,42,37,23
2,2,8,28,51,29,105,46,63
7,18,34,35,67,64,19,90,132
6,25,13,22,13,85,46,62,71
0,32,34,41,30,96,51,56,65
15,6,6,8,25,27,29,95,80
3,25,52,21,51,47,43,37,31
0,27,23,37,34,60,54,40,65
0,7,22,45,12,46,29,110,77
0,4,7,37,66,85,39,50,186
0,46,2,40,30,38,87,126,81
9,22,53,31,39,48,41,45,79
17,16,38,36,34,45,21,62,87
6,7,55,56,57,37,35,67,87
24,12,28,59,41,31,56,60,71
22,4,27,15,32,67,61,43,47
4,10,41,28,19,86,48,26,174
6,45,37,29,79,46,68,62,56
2,5,20,9,32,73,87,42,90
4,6,9,25,27,91,75,39,69
0,6,7,34,76,40,51,126,142
0,25,8,28,79,18,40,42,63
0,1,2,32,15,32,61,136,83
0,0,23,3,13,55,46,50,33
0,0,25,11,24,13,23,123,13
0,41,12,40,72,39,44,95,50
0,29,44,5,50,88,69,19,105
14,2,16,24,59,77,17,107,98
14,25,20,49,63,32,58,24,112
5,9,42,30,62,35,56,33,104
9,26,14,34,31,18,46,65,76
0,22,5,13,38,52,107,80,24
6,7,33,18,27,37,29,84,58
11,22,17,27,31,31,38,32,85
10,8,4,42,45,58,94,39,51
1,5,48,44,75,88,91,83,30
4,37,57,43,80,105,58,95,118
0,47,47,46,71,82,13,107,18
0,6,15,35,50,66,43,52,95
32,3,6,17,29,48,39,91,90
0,2,34,7,28,43,59,133,93
2,7,19,16,15,56,82,69,43
0,0,13,16,2,37,61,26,5
11,10,42,71,11,41,45,95,109
15,12,19,19,22,58,80,37,108
0,19,16,8,75,76,72,41,118
3,15,15,22,22,64,124,77,34
0,29,21,41,16,67,54,52,117
6,3,37,52,74,74,34,43,37
2,17,17,25,28,58,51,75,72
4,3,38,3,78,36,56,24,53
6,10,12,21,81,41,57,38,87
13,37,7,40,12,83,7,53,135
0,4,37,36,63,43,84,62,168
18,18,3,55,15,10,38,85,129
0,5,12,20,56,37,32,16,39
0,14,14,18,14,63,78,46,44
0,13,40,6,89,43,80,44,121
9,2,15,47,12,56,53,63,70
10,10,2,22,104,35,72,44,51
20,14,16,54,39,57,70,65,82
1,6,70,17,13,53,47,74,36
41,17,31,9,34,10,28,30,86
0,0,6,13,62,49,68,63,31
0,0,56,81,54,82,120,64,34
16,19,46,43,75,47,35,31,65
20,17,26,51,36,88,43,129,77
0,25,17,19,51,47,53,79,59
0,8,46,13,81,119,48,69,82
4,30,34,22,35,10,62,63,72
3,35,46,14,64,57,41,90,64
0,13,4,33,51,51,58,55,161
2,16,5,13,119,61,47,26,88
5,36,29,31,46,75,22,35,65
0,22,11,11,53,46,100,89,87
3,3,29,40,15,37,74,58,86
0,10,27,65,57,38,39,84,113
3,10,5,29,33,47,110,64,83
21,23,19,21,9,13,145,115,59
11,5,14,35,103,90,49,63,66
0,36,27,15,46,63,69,78,118
4,14,73,9,10,62,117,39,117
3,39,7,19,2,61,85,75,24
8,34,9,28,42,82,64,114,118
0,12,11,37,100,35,55,61,92
0,0,11,16,51,60,41,53,100
11,10,32,19,72,69,30,64,67
0,8,33,10,18,59,48,69,64
27,10,27,15,29,29,41,38,18
5,6,77,19,31,133,47,93,40
0,16,15,6,59,75,49,92,46
14,8,26,20,59,14,74,33,139
2,13,25,32,18,15,44,78,52
0,8,15,5,4,29,61,114,73
9,26,9,43,10,42,46,146,98
13,15,7,13,6,16,12,55,42
21,15,7,44,31,24,141,74,42
23,2,33,10,4,62,75,142,141
6,20,27,66,13,47,13,71,69
14,13,42,23,17,68,36,72,133
14,5,19,27,34,54,78,117,63
10,30,20,30,58,78,37,53,21
18,3,46,28,11,38,17,114,76
5,30,17,5,54,95,104,47,92
35,10,30,29,41,93,15,58,43
0,19,21,35,48,36,62,30,51
11,33,5,26,63,25,24,49,122
16,39,23,15,83,58,45,81,53
21,25,48,45,18,16,40,90,27
12,9,2,7,33,16,24,50,146
0,8,20,72,72,59,51,71,100
17,22,7,25,69,51,60,16,118
12,13,21,12,17,52,81,10,69
11,9,23,23,72,61,40,80,68
8,23,13,66,16,9,64,93,125
0,6,3,21,109,54,60,61,18
2,28,28,52,41,74,58,120,57
0,4,18,3,52,72,24,62,101
12,10,21,25,79,27,67,84,47
0,37,11,34,21,64,25,77,81
2,7,18,41,45,30,25,69,123
22,41,21,1,20,44,40,50,103
4,15,8,30,47,57,85,106,46
5,6,44,68,50,61,24,107,97
8,37,9,14,46,73,55,61,98
10,31,7,7,52,29,60,96,56
0,1,57,55,53,53,90,37,95
0,28,12,28,43,51,76,43,42
0,8,16,33,64,33,35,46,92
0,0,2,32,12,36,107,24,105
4,10,25,61,78,131,96,112,89
0,10,11,42,24,68,35,107,63
5,13,26,76,57,74,55,33,184
13,3,20,11,7,70,99,89,82
5,3,39,33,90,44,37,61,29
14,19,5,47,35,41,89,17,93
0,11,39,26,110,56,127,18,27
5,28,45,9,33,53,80,39,94
18,26,21,46,16,52,108,80,118
19,2,18,58,50,30,42,48,113
15,19,12,83,81,20,85,40,101
15,6,22,41,31,53,75,44,37
12,12,10,12,91,22,20,47,110
28,13,19,21,66,12,30,40,102
0,24,36,44,28,66,53,62,151
8,6,42,21,70,46,52,64,60
38,19,49,70,9,9,57,83,33
11,11,9,38,37,90,14,83,58
6,20,39,20,34,83,130,76,46
21,15,31,79,9,45,37,71,41
0,3,3,24,4,85,87,56,93
18,2,38,15,13,59,49,78,37
2,10,16,20,83,15,29,100,82
0,1,30,36,31,38,19,99,87
0,6,34,32,9,38,51,97,49
3,5,4,85,68,40,50,67,111
1,13,28,25,57,102,69,70,125
0,48,25,10,72,64,92,33,53
0,0,34,40,35,46,77,74,64
31,25,3,34,76,38,50,46,100
0,3,17,61,15,47,71,103,103
3,40,43,26,51,61,66,28,14
0,0,33,66,21,36,53,128,62
2,36,1,9,110,86,85,53,91
15,13,35,59,5,69,29,134,59
15,33,5,12,98,37,121,124,78
25,17,35,17,81,84,41,69,108
0,9,19,39,52,57,89,56,69
11,20,34,37,45,101,110,85,95
0,29,1,28,7,65,90,75,16
11,29,29,50,34,41,61,25,31
17,24,38,42,22,78,45,76,18
3,11,11,11,31,90,132,75,64
0,20,20,65,3,31,40,72,51
3,25,25,22,44,52,65,81,30
6,15,15,24,23,53,81,110,68
3,14,9,21,21,21,78,39,60
24,16,63,63,44,71,34,59,66
0,6,8,57,29,45,35,114,104
18,3,29,10,28,28,19,71,56
0,37,7,19,16,34,70,58,116
2,5,14,28,38,45,63,71,111
21,11,19,16,19,73,48,35,64
12,15,57,11,76,73,36,85,65
0,23,44,47,38,63,62,51,62
4,19,32,36,68,84,35,80,28
1,7,6,15,20,61,80,85,69
0,11,35,37,21,37,26,98,56
21,14,2,28,75,28,34,78,77
1,12,23,17,19,41,38,69,98
13,11,25,20,63,35,69,40,53
28,5,26,60,26,55,64,88,38
3,40,29,72,61,96,64,134,99
9,21,11,32,49,28,21,93,87
3,3,23,58,88,52,61,36,44
0,19,4,27,45,63,82,51,96
4,6,58,8,28,44,83,83,47
5,6,63,41,19,74,80,85,98
3,25,71,43,56,24,46,35,58
18,6,46,32,24,24,75,89,107
1,29,40,13,40,36,109,18,77
16,6,56,36,28,65,29,45,26
22,22,15,58,15,62,81,72,20
0,11,9,44,69,40,73,43,38
0,19,23,13,77,98,58,62,84
1,34,77,38,11,45,23,24,30
0,15,51,38,37,75,40,51,63
0,0,33,30,7,65,51,79,98
2,15,28,35,44,20,67,55,62
3,12,40,23,1,57,62,96,66
0,0,27,37,19,35,72,62,119
6,16,11,6,45,19,54,80,156
0,9,18,33,29,12,95,24,113
4,23,25,21,38,58,42,83,52
0,11,4,19,111,13,28,22,90
11,17,4,35,21,38,48,17,11
0,7,85,27,36,63,75,111,46
11,25,54,31,38,34,26,27,71
0,26,19,86,29,63,49,63,100
0,6,23,10,45,100,58,76,74
16,20,8,20,66,77,33,31,92
10,1,41,22,64,26,82,77,38
0,27,15,51,31,35,73,33,40
13,13,8,27,9,52,58,25,30
22,32,7,37,46,25,42,89,89
13,5,28,16,60,60,89,37,96
0,0,50,36,53,37,77,6,127
0,9,50,31,38,28,90,66,51
10,5,76,19,68,8,58,65,82
2,8,22,8,66,78,36,27,16
5,41,17,60,24,22,35,21,88
6,23,40,8,15,24,84,62,55
0,18,13,22,34,34,69,65,81
17,8,6,70,10,40,53,119,62
1,27,42,52,15,54,71,93,122
0,7,25,12,78,28,45,89,61
2,10,22,14,74,38,20,69,96
20,12,13,52,71,19,22,74,40
0,17,14,70,72,27,48,85,50
18,12,15,33,24,36,58,39,35
4,49,52,26,45,67,10,71,103
0,5,18,14,24,109,79,65,53
4,20,2,26,18,13,94,54,63
0,1,37,37,71,30,123,68,29
10,3,15,57,32,36,59,40,59
13,13,11,52,29,111,80,73,74
3,28,9,25,17,23,52,39,120
0,26,5,78,67,73,40,89,20
12,6,30,19,85,38,95,77,75
0,9,39,33,39,55,99,64,84
0,6,15,9,38,39,70,74,135
5,20,11,13,50,18,41,71,62
0,3,20,25,80,78,105,18,52
8,20,17,36,1,17,53,55,126
0,25,20,42,42,31,84,116,90
9,5,32,30,10,39,45,80,55
0,3,15,8,69,28,81,127,60
6,16,19,37,37,33,36,88,137
1,1,29,28,36,26,25,29,147
0,10,33,27,53,43,93,62,101
