"A","B","C","D","E","F","G","H","I"
0,1,12,7,29,17,33,50,37
0,17,19,25,16,13,44,27,26
0,10,0,35,11,12,11,38,36
0,19,8,3,36,33,16,17,25
0,0,14,9,15,16,10,18,35
1,0,0,44,21,8,22,56,27
0,14,6,4,12,24,5,34,25
4,0,2,16,7,21,36,6,30
9,9,8,12,10,23,20,25,60
4,21,14,7,13,31,42,34,39
0,25,6,7,25,32,30,23,22
0,10,8,23,34,9,27,25,56
0,14,4,3,3,24,22,19,31
0,8,9,36,10,25,27,25,62
3,19,6,5,19,20,22,18,14
0,14,22,11,8,9,17,35,27
0,8,19,11,19,22,2,26,87
0,7,7,15,9,23,33,38,14
0,8,6,25,22,12,48,29,28
0,35,0,13,19,14,32,19,34
1,3,3,5,13,32,14,7,27
0,0,11,23,29,37,33,17,22
11,9,7,15,19,32,16,7,62
15,2,39,13,13,18,21,36,28
0,6,24,13,12,18,9,19,46
4,5,3,8,5,13,41,64,26
5,10,12,16,19,23,27,33,35
3,17,3,19,18,33,31,21,14
0,1,12,9,28,14,30,28,33
1,16,14,4,15,3,41,33,43
7,7,18,27,27,15,25,43,20
4,11,22,29,16,24,37,19,42
3,6,14,12,25,35,9,30,36
3,10,9,20,5,26,19,9,34
11,3,11,13,27,20,31,36,40
1,8,3,4,3,8,7,49,33
11,2,0,24,12,17,27,6,27
0,1,0,28,20,38,21,80,12
0,7,9,5,16,8,33,14,22
0,6,16,12,10,26,25,47,21
1,2,10,21,11,23,27,25,48
0,2,0,14,14,28,14,22,18
6,7,2,9,28,19,14,16,12
9,8,2,3,17,11,20,41,28
2,13,12,21,24,12,20,17,11
4,0,11,18,15,27,27,29,16
0,10,5,34,21,26,23,41,20
0,18,8,20,6,16,26,49,14
1,8,8,19,15,28,16,16,32
0,2,25,14,13,20,38,4,17
11,23,7,5,15,8,18,22,26
6,7,13,26,16,29,29,28,32
3,13,7,7,21,23,40,20,45
3,9,8,0,18,12,18,30,31
0,3,0,7,18,26,14,24,36
4,3,5,7,4,35,30,32,12
3,1,7,6,14,28,10,27,33
3,3,15,30,16,33,17,21,25
0,6,2,20,17,28,17,29,26
0,19,3,14,14,30,36,37,40
3,2,15,17,29,18,42,26,30
5,0,4,16,2,25,33,48,18
0,3,18,18,23,3,42,33,29
6,7,12,7,9,18,18,37,21
0,2,13,16,25,7,38,29,21
1,0,7,13,9,11,28,29,48
2,9,13,25,5,14,29,53,12
0,1,28,7,18,31,22,45,34
1,8,10,5,15,16,28,14,19
3,2,6,32,25,25,29,24,31
6,6,7,7,1,18,46,39,47
0,12,7,21,18,14,27,55,46
0,10,14,27,36,28,26,15,57
2,3,7,3,19,14,8,31,39
2,9,2,16,21,29,63,17,22
7,0,8,18,19,29,17,32,41
4,8,5,22,15,34,23,23,33
7,6,7,9,20,19,21,45,53
0,2,20,34,10,6,25,24,64
9,6,8,13,13,11,48,18,29
0,4,11,11,27,16,8,24,14
9,0,10,13,4,24,12,39,28
0,20,12,14,2,11,20,24,29
0,14,6,7,17,13,31,33,12
0,3,13,17,20,29,21,33,12
3,21,14,14,16,32,18,41,37
9,7,3,12,21,26,58,16,23
0,12,1,21,35,27,32,24,39
0,0,2,19,12,24,29,24,14
7,0,4,23,13,17,23,32,29
2,21,4,17,31,32,15,30,18
1,0,9,20,36,30,25,43,59
9,2,16,22,10,11,16,25,50
1,0,21,8,19,20,42,12,25
2,0,6,6,14,9,34,33,26
4,7,25,14,28,31,21,22,14
2,2,15,41,29,5,19,21,15
5,11,9,32,13,13,57,52,35
7,3,9,19,17,35,26,57,34
1,0,12,14,10,28,50,28,20
7,1,10,2,32,41,22,72,55
3,14,19,7,3,14,12,19,12
0,1,18,29,0,28,6,25,54
7,7,18,23,10,35,26,37,51
0,0,7,15,12,23,39,4,24
0,17,7,18,29,34,7,35,51
3,13,21,9,10,8,16,75,39
0,2,7,7,12,5,36,37,29
0,4,21,27,18,24,49,23,37
0,21,13,38,6,37,36,62,30
1,14,10,8,19,37,16,7,40
5,18,6,10,12,16,13,17,24
0,0,15,11,13,23,30,17,12
3,0,13,29,25,20,11,40,17
6,5,11,11,16,32,23,30,19
1,9,5,16,9,13,31,7,16
2,6,9,26,9,18,37,44,10
5,4,0,15,30,26,41,22,42
0,6,8,1,57,22,20,16,8
4,5,5,13,15,12,33,13,11
0,0,14,20,26,32,36,36,41
0,0,5,7,14,30,38,39,18
6,4,12,6,10,19,15,17,26
1,9,8,21,10,34,21,34,22
0,10,5,22,14,21,59,34,24
2,10,7,26,6,11,23,16,39
1,14,9,19,14,28,7,42,23
1,2,7,2,11,34,16,26,21
7,7,6,16,13,3,34,33,22
2,2,5,22,26,24,23,26,50
1,6,9,16,13,27,22,47,24
3,8,6,23,6,12,28,27,21
4,7,22,19,14,17,17,15,32
9,3,14,7,20,12,36,17,19
10,7,10,4,17,26,35,24,24
5,19,18,14,23,32,24,26,35
1,2,0,20,30,36,39,20,24
0,5,16,17,21,16,32,14,39
0,14,22,1,9,11,24,18,18
0,21,10,14,20,51,22,35,24
0,0,19,23,7,13,28,26,8
3,8,15,11,17,31,34,18,38
7,7,7,19,10,15,25,45,44
0,10,10,21,37,11,12,19,33
20,1,19,26,21,11,34,42,48
0,0,31,21,24,44,16,9,24
0,0,24,3,30,30,40,32,35
14,7,5,13,14,11,38,20,23
0,3,12,14,23,30,33,38,32
0,3,14,46,12,20,24,25,31
0,4,18,7,13,18,33,48,27
20,10,2,11,27,12,21,78,23
0,7,13,9,22,22,22,26,44
7,6,13,9,10,22,31,25,34
7,8,11,14,11,32,5,13,50
0,0,8,24,37,26,45,49,39
1,4,31,18,1,12,33,16,47
0,13,14,7,11,21,34,27,15
5,0,6,3,15,15,27,26,13
0,0,0,6,19,13,12,33,46
11,27,22,29,36,24,25,23,34
1,3,4,10,19,25,37,28,29
6,3,0,14,15,28,20,43,31
0,9,16,24,22,23,39,26,21
5,4,3,25,20,20,33,31,21
3,0,4,14,17,19,16,34,32
0,8,13,2,5,13,24,29,11
26,4,5,5,16,15,43,45,54
4,3,10,12,2,21,38,13,31
1,1,10,15,17,27,22,28,25
1,8,35,18,11,26,32,24,20
1,1,19,24,1,7,33,31,25
0,13,26,11,7,10,25,49,7
0,26,9,6,13,12,16,24,29
7,11,10,6,19,9,54,41,33
10,5,1,8,9,19,15,39,32
5,16,3,23,11,25,23,25,39
0,16,19,27,9,28,25,18,35
16,13,0,18,34,27,24,28,29
6,10,10,15,32,24,14,51,37
5,6,2,6,12,7,20,41,22
1,0,0,14,21,38,22,36,25
0,23,2,7,19,28,52,35,49
4,5,7,13,12,17,21,41,29
0,6,5,27,3,25,19,39,25
10,3,12,14,1,18,3,28,27
0,6,10,20,15,40,35,32,34
2,5,5,43,18,34,29,55,17
5,5,6,9,21,39,12,41,23
8,8,7,20,6,5,32,24,21
0,1,8,8,20,27,25,17,25
0,16,18,24,18,6,29,41,16
0,16,22,8,14,19,24,20,35
0,2,14,9,28,7,19,25,42
1,2,5,10,29,3,30,23,50
6,0,8,11,12,29,10,27,30
0,0,11,10,21,12,23,47,39
13,7,4,6,26,23,45,37,24
12,8,4,10,22,39,31,47,46
8,3,9,18,26,18,23,15,21
1,0,8,10,1,28,25,26,15
0,4,23,13,21,20,13,21,65
5,0,2,37,25,12,33,42,29
4,15,5,10,31,11,32,42,31
0,1,15,5,35,18,39,12,38
0,1,12,15,5,16,17,37,63
0,4,14,27,26,32,37,30,25
11,19,11,3,18,18,45,17,31
0,5,1,12,21,10,15,15,35
5,1,15,13,35,33,13,24,60
2,10,14,12,24,28,20,18,24
0,11,11,15,26,4,20,15,37
0,1,7,8,14,8,27,17,28
6,6,28,12,4,37,14,35,24
0,6,22,4,29,28,18,46,58
0,9,10,16,36,28,21,10,7
15,8,12,18,29,39,34,19,39
4,6,9,11,23,5,7,23,29
0,9,19,8,19,18,14,36,13
11,1,22,12,14,18,5,18,22
3,6,5,4,13,11,14,21,45
7,6,15,17,10,27,19,35,16
0,11,12,9,14,5,7,5,46
0,13,19,5,4,10,25,35,38
11,0,7,26,9,10,34,23,19
0,16,0,17,12,16,28,42,42
0,19,11,22,40,23,22,10,42
0,0,5,8,10,19,27,33,31
0,6,8,12,25,11,17,14,38
4,1,6,21,12,31,61,39,12
8,8,3,25,20,9,30,15,38
3,4,7,17,42,43,32,30,13
0,9,0,7,37,15,34,40,10
0,0,0,37,18,9,39,15,24
0,1,6,19,11,25,20,43,12
3,4,1,9,10,13,15,19,39
3,0,2,6,27,8,10,4,28
0,24,0,18,12,28,10,21,19
2,7,6,4,17,25,15,7,37
0,4,12,13,7,27,10,14,10
21,4,11,16,19,18,14,35,9
0,7,4,10,13,36,17,18,30
0,8,14,11,26,31,12,69,16
2,5,5,15,22,28,22,21,21
0,3,17,11,9,28,54,25,31
0,0,31,6,4,27,28,32,38
13,17,9,14,22,15,17,17,21
0,8,10,32,42,10,29,18,31
12,4,20,2,15,36,4,27,37
0,0,13,23,1,29,7,7,24
0,9,16,11,5,22,29,21,24
1,9,6,14,18,7,16,24,28
3,4,0,15,13,28,30,17,30
0,10,0,21,33,3,26,28,21
8,4,22,11,9,20,36,30,26
3,6,15,26,12,13,30,31,23
5,5,7,31,12,13,29,41,53
2,7,10,14,9,20,8,34,26
5,2,0,17,32,10,42,33,45
0,5,6,5,5,15,24,52,50
4,10,13,0,9,27,19,17,23
6,16,8,25,8,5,27,7,38
0,5,11,4,23,37,16,19,53
2,3,12,17,5,24,22,28,32
0,11,21,21,29,4,21,29,9
0,4,5,12,15,10,45,11,12
1,0,2,11,22,31,18,35,48
12,6,8,9,16,15,8,16,23
5,4,13,0,12,29,23,18,41
3,6,17,21,8,24,33,19,14
0,6,8,15,27,23,32,27,33
2,11,26,13,15,20,19,16,31
0,4,7,15,8,24,26,22,42
0,17,7,14,21,10,42,30,27
2,4,5,24,27,27,12,46,20
3,18,17,10,24,29,10,29,29
6,16,10,16,11,11,30,31,32
9,1,12,1,11,14,18,30,41
6,4,24,23,30,3,37,27,25
4,4,18,6,24,22,12,31,32
0,4,11,19,8,27,28,25,12
4,0,13,12,34,37,35,6,46
6,10,8,10,22,33,23,22,31
0,17,8,7,25,35,23,20,36
4,5,12,28,4,20,32,22,14
3,1,3,17,10,11,7,37,36
0,6,1,11,7,29,22,21,28
0,8,0,9,5,24,35,21,33
0,15,13,2,9,18,7,22,28
0,14,5,5,14,6,25,43,7
14,1,9,20,11,28,10,16,29
0,14,11,40,8,4,71,40,50
5,0,19,30,8,12,20,35,24
8,9,0,19,30,13,23,18,39
0,10,17,8,6,34,20,30,25
7,9,3,13,11,24,10,12,18
2,14,15,14,4,12,11,19,22
5,1,12,3,25,38,13,11,30
1,0,0,32,28,12,18,19,28
0,7,22,23,11,11,25,25,30
0,9,3,12,22,5,30,43,45
4,1,0,18,6,28,20,21,57
0,13,10,15,47,29,3,18,67
5,12,9,18,15,19,21,27,71
0,5,36,21,20,39,47,24,45
13,3,11,11,22,8,50,34,21
0,14,0,5,9,12,29,36,22
8,1,10,26,11,24,30,25,61
15,14,10,9,25,8,30,21,31
0,8,7,29,24,17,26,11,33
0,3,7,20,18,14,20,12,33
5,6,4,38,15,29,25,26,65
0,7,10,32,14,22,37,13,33
0,17,0,13,3,18,3,32,27
0,0,10,33,19,15,13,21,32
0,3,12,13,19,19,14,25,30
4,9,15,19,12,18,22,49,22
2,8,20,9,23,19,8,32,51
0,7,8,12,24,17,8,20,35
0,5,14,19,14,18,29,58,46
0,5,0,9,13,12,13,12,26
0,3,2,21,2,38,24,38,56
5,12,11,25,15,30,29,17,40
4,12,10,14,21,10,24,7,41
0,7,9,35,10,14,43,21,21
0,7,14,8,23,9,29,28,40
6,8,13,28,18,22,16,31,37
0,0,10,3,13,12,27,37,29
10,0,20,11,11,11,18,15,29
2,7,5,26,11,31,29,17,36
2,5,8,25,23,18,32,31,61
0,5,8,19,25,4,31,36,62
3,4,3,0,37,35,15,22,11
7,5,6,20,16,34,23,27,18
4,11,40,40,8,12,33,25,51
0,7,12,22,13,22,15,38,24
3,10,6,25,19,4,27,24,40
9,3,1,25,8,29,27,21,37
0,12,4,28,8,37,40,32,31
0,8,0,6,23,26,16,41,23
14,5,3,20,9,14,15,26,31
15,0,22,11,20,25,7,15,51
0,0,9,10,8,17,46,45,8
0,14,11,0,17,21,10,27,22
0,0,5,19,15,21,10,43,26
5,9,9,15,14,20,15,34,45
0,12,0,7,18,23,15,37,33
3,6,20,52,14,18,29,19,25
7,1,3,16,5,27,12,40,24
0,19,1,14,16,13,23,42,23
0,2,16,20,30,22,11,15,22
2,6,8,19,12,23,29,32,10
3,6,4,3,19,29,24,26,58
2,0,4,13,29,12,38,26,33
6,10,2,10,14,24,6,11,35
0,20,2,10,24,15,8,29,42
0,5,27,10,22,28,49,37,15
0,7,2,33,22,27,23,31,22
4,0,14,4,31,28,47,31,38
0,8,0,12,23,17,8,12,41
0,14,6,9,20,12,8,44,14
0,1,15,25,37,10,19,13,29
3,3,18,29,15,14,34,26,22
0,0,14,7,4,38,23,13,48
2,6,35,39,24,19,16,18,47
4,4,17,16,14,25,14,37,28
9,5,16,4,20,13,14,39,31
0,4,25,0,7,25,19,15,37
4,2,10,8,30,17,25,17,55
3,8,8,0,6,26,12,28,29
8,0,14,12,11,25,22,32,41
2,18,12,14,22,34,19,35,28
0,8,16,11,32,39,35,51,43
3,14,5,26,28,28,30,22,26
0,2,10,18,24,13,40,94,20
0,4,0,3,14,18,44,11,25
0,12,14,17,19,30,25,34,37
5,0,4,17,5,11,9,17,20
13,14,30,16,19,34,14,34,21
0,4,10,2,22,23,26,22,31
4,10,13,40,13,38,22,27,15
2,3,11,6,21,46,14,42,20
0,5,22,17,16,29,21,44,16
8,0,8,9,10,18,34,14,63
3,3,7,12,13,4,24,23,40
0,7,7,4,9,27,35,33,10
0,0,14,18,8,7,31,38,26
1,6,3,2,22,32,15,10,49
5,4,14,13,25,38,12,39,9
0,0,17,21,10,15,28,10,39
0,5,22,2,15,15,22,41,20
8,6,21,9,33,23,18,23,29
0,21,12,9,11,13,41,24,19
7,0,4,16,20,38,32,5,27
11,9,2,5,20,32,31,45,37
0,18,14,7,34,19,29,41,40
0,3,1,24,14,10,16,12,13
8,20,13,18,20,6,33,45,33
0,3,16,2,13,34,16,36,33
0,8,11,12,12,9,27,21,57
0,3,0,13,41,13,24,28,45
0,13,15,6,16,34,31,36,18
2,3,10,9,20,36,20,18,56
7,0,9,20,19,19,26,55,10
1,7,7,11,25,14,47,11,34
5,3,6,8,4,25,22,39,47
6,0,10,12,36,50,22,60,27
1,3,9,17,27,6,20,28,19
0,6,8,14,28,17,18,5,38
2,15,21,12,13,25,17,25,32
2,9,2,12,0,33,32,18,52
0,2,4,12,39,43,19,16,12
0,15,5,11,36,33,42,23,16
11,2,4,21,7,10,21,11,51
0,5,7,2,24,13,16,24,26
0,7,0,21,19,32,21,44,29
14,0,8,12,8,18,13,37,56
0,5,0,23,20,13,11,18,29
6,26,24,13,20,28,29,24,38
13,3,3,14,12,15,41,35,28
2,7,18,11,20,17,20,45,29
0,0,2,6,7,17,7,40,22
1,6,10,13,15,45,11,54,21
0,0,16,10,11,32,13,15,36
0,5,15,7,18,30,35,34,21
5,23,21,8,19,19,18,39,31
3,9,0,14,6,0,33,5,24
0,2,11,2,13,10,20,49,42
0,6,6,10,10,20,23,22,76
1,3,13,4,30,11,18,33,24
0,12,17,20,23,37,21,35,45
8,9,27,11,11,23,8,28,17
4,34,8,11,4,17,12,31,44
4,14,9,0,20,23,14,19,20
9,18,25,9,32,46,26,33,38
0,6,15,5,15,15,38,8,21
0,4,4,9,9,33,28,34,59
5,0,1,9,22,15,26,31,37
0,2,11,7,30,2,11,21,41
0,7,4,17,27,40,9,19,53
0,15,1,9,13,6,19,36,23
6,2,4,8,8,19,45,27,18
3,5,8,23,4,22,20,54,58
0,0,11,22,15,19,15,15,51
1,0,5,21,13,13,43,11,31
8,6,20,30,37,32,12,14,19
0,4,8,15,5,23,8,33,53
2,3,9,22,9,14,19,10,17
1,3,10,28,7,26,26,15,29
0,15,20,4,11,24,16,23,23
4,9,22,10,9,15,28,27,36
2,11,3,17,23,18,19,47,23
10,14,14,8,8,39,19,20,45
1,0,25,23,7,18,39,24,21
0,5,0,19,37,31,8,38,31
0,21,17,17,25,35,22,9,36
2,2,14,29,10,13,23,20,32
0,10,3,8,10,36,6,27,13
7,16,8,16,11,20,28,35,35
0,10,0,17,19,25,13,17,41
0,3,8,23,36,32,24,59,53
0,3,13,16,36,9,14,18,27
0,12,8,14,32,10,20,37,27
0,5,6,13,22,8,19,10,26
4,5,11,23,10,23,21,28,52
2,5,6,21,12,9,22,16,32
0,5,17,19,11,18,14,4,46
4,16,16,11,9,24,20,24,17
0,5,8,6,12,43,19,22,31
4,0,4,7,19,21,20,20,17
2,5,26,4,23,22,34,8,7
3,3,6,29,20,16,43,28,13
0,3,0,17,12,28,41,28,46
0,2,0,24,21,26,20,39,9
2,11,7,17,28,10,21,34,44
0,9,9,12,13,19,22,39,41
0,5,34,0,15,15,31,18,5
3,9,38,17,20,46,62,46,22
18,11,3,30,37,6,12,24,39
0,0,8,39,20,21,8,36,37
0,1,20,6,20,45,18,7,36
0,2,24,5,15,13,17,39,30
4,14,3,7,31,14,49,4,34
6,0,8,15,15,9,34,20,46
0,19,9,35,29,30,13,10,13
2,6,10,14,21,24,20,37,43
6,12,10,23,10,35,19,25,23
0,0,9,5,2,24,33,47,54
0,9,5,8,23,32,17,57,63
3,6,22,22,17,36,17,18,55
0,4,6,5,15,6,28,19,26
0,4,0,11,15,23,21,23,43
0,7,20,11,22,46,17,15,27
0,11,12,0,20,14,38,47,28
7,1,0,53,19,18,34,22,3
8,10,10,5,5,21,30,38,44
9,6,6,19,12,14,14,23,37
8,6,16,10,17,14,27,32,32
0,9,16,16,4,7,30,61,22
0,3,0,0,32,34,51,44,54
8,12,13,16,38,41,14,43,50
0,5,13,12,21,28,21,33,40
0,4,0,26,18,20,45,30,34
5,5,7,16,25,19,16,30,32
0,7,9,18,17,14,11,50,23
0,16,7,14,14,21,28,43,43
1,11,14,29,11,25,32,30,7
3,8,3,5,22,15,32,20,13
0,5,8,12,38,38,31,9,34
0,10,5,25,19,30,23,25,27
0,4,12,1,7,9,35,34,25
1,3,27,16,22,30,36,38,32
0,16,2,10,3,16,11,39,36
3,2,3,11,22,22,14,31,31
0,0,3,34,6,23,43,14,44
0,18,14,18,11,22,13,68,56
0,4,14,12,14,23,20,15,23
0,2,9,18,7,22,26,31,25
3,1,0,11,40,45,11,14,77
2,8,5,0,23,22,24,12,31
1,0,38,15,26,11,9,31,31
3,1,4,16,25,22,23,32,31
7,0,12,10,13,40,28,23,34
3,0,9,10,23,26,19,38,24
12,8,13,22,11,17,16,24,33
0,11,19,9,23,34,33,32,20
17,3,8,41,44,14,37,54,29
10,0,21,13,29,37,15,19,24
0,18,9,36,13,13,19,22,22
0,2,9,16,7,10,33,18,57
0,7,2,11,7,14,23,46,28
4,6,9,11,6,25,18,27,44
0,0,10,7,19,36,25,35,45
6,2,9,4,8,12,19,14,23
0,13,28,16,11,18,25,45,16
0,4,2,8,12,34,22,42,55
11,3,8,10,19,18,31,17,28
0,4,1,21,27,11,27,22,54
0,14,11,9,17,35,32,22,44
0,3,8,6,21,7,31,31,50
3,0,12,9,10,30,5,17,17
6,6,3,7,6,23,39,27,46
0,6,9,18,17,7,25,29,16
1,19,30,10,13,41,13,7,32
8,0,6,2,18,21,17,31,54
0,6,9,42,11,13,11,39,24
0,15,3,10,22,3,19,35,9
0,13,10,18,14,14,19,31,35
3,5,8,13,16,16,19,28,31
2,0,16,26,13,26,20,25,10
2,8,11,10,11,54,6,21,30
0,0,6,24,13,18,48,35,43
0,3,10,11,10,49,20,28,31
3,9,5,16,20,10,15,32,22
0,14,5,10,23,40,23,30,7
1,2,36,29,11,25,23,54,28
0,4,7,18,16,25,25,31,20
0,4,11,40,18,27,20,17,45
0,3,11,8,18,28,55,28,49
7,0,9,13,25,23,40,27,28
6,1,4,1,20,18,28,26,19
0,0,12,12,24,11,29,12,35
6,3,21,15,15,11,29,43,32
2,4,0,7,10,30,32,12,45
0,6,2,9,21,16,50,25,17
3,4,0,15,12,18,71,12,27
0,15,1,21,27,37,16,67,52
0,5,18,16,19,31,25,34,47
0,2,4,14,10,16,18,42,26
0,8,15,20,28,8,39,19,19
0,2,14,3,15,12,13,27,25
1,17,12,15,29,6,25,49,18
5,2,3,23,10,5,27,13,30
7,9,12,13,14,12,49,23,26
17,17,17,11,6,12,11,26,19
9,4,26,28,37,14,25,15,33
0,7,12,4,1,12,33,16,38
2,5,3,8,24,34,35,29,46
4,18,14,13,19,27,37,10,24
1,13,18,0,20,21,6,19,17
2,4,14,6,6,10,19,28,16
0,0,16,17,6,45,19,27,58
0,0,9,6,43,16,24,24,40
1,0,13,15,40,16,39,70,29
0,2,16,31,8,22,7,35,36
0,0,19,17,9,19,37,23,10
3,0,5,21,22,13,17,21,25
4,8,9,3,18,11,30,31,35
0,7,10,24,7,4,35,33,31
1,6,12,13,19,36,12,15,11
8,6,6,16,26,15,16,12,46
0,5,9,18,27,19,23,56,51
5,9,6,9,23,13,17,16,28
6,9,0,9,3,30,32,18,18
0,5,6,10,23,25,21,21,42
0,11,3,5,14,16,17,31,40
1,5,13,4,13,36,16,16,37
0,0,6,25,3,38,23,31,17
6,10,8,11,22,30,27,20,34
0,16,21,18,18,23,20,22,47
6,2,2,16,18,14,20,41,22
0,14,1,18,12,17,21,27,29
2,1,9,27,19,4,63,30,36
4,5,5,19,6,15,8,29,50
11,9,9,30,22,11,14,5,36
10,4,8,14,7,13,14,17,15
0,0,7,11,10,32,16,29,19
0,5,5,17,22,13,11,27,9
0,0,13,4,17,10,37,47,13
3,1,15,18,24,25,34,62,28
0,12,18,2,11,45,18,25,27
6,7,16,26,7,14,15,17,17
11,14,3,21,14,6,25,13,20
0,13,10,14,10,36,35,21,27
0,0,26,6,30,20,35,11,26
3,4,30,8,5,42,32,15,41
0,9,9,16,25,13,16,30,18
3,5,0,32,12,26,18,10,55
0,5,8,10,22,18,33,17,15
15,16,19,19,35,21,28,28,36
0,16,21,4,14,20,14,35,35
3,4,4,12,9,11,15,39,33
7,3,16,23,7,8,22,18,47
0,5,8,8,7,34,41,17,40
0,0,21,17,22,13,13,35,26
10,4,3,11,21,18,23,43,42
0,12,0,10,25,9,29,33,26
2,0,10,10,17,12,13,22,7
0,4,5,9,4,18,41,39,44
2,17,12,24,20,11,29,13,18
1,2,3,18,33,22,23,19,61
1,15,22,16,17,26,17,43,30
0,9,21,5,10,20,24,31,35
0,5,8,33,8,14,24,13,68
0,2,5,7,7,24,25,17,14
2,6,24,18,4,18,23,11,9
0,7,10,14,35,4,16,33,28
0,12,15,0,14,18,20,19,45
0,12,7,14,22,7,21,25,35
4,8,5,14,23,40,28,30,34
0,10,11,10,31,8,15,41,57
0,0,10,14,22,13,24,36,22
0,2,10,15,35,11,20,23,30
0,0,5,27,14,38,18,23,29
3,11,1,15,11,26,9,39,39
1,11,6,7,20,18,20,54,10
0,11,0,8,28,22,41,11,25
3,7,4,21,17,14,32,4,18
10,4,10,29,4,37,20,34,39
5,6,1,27,23,9,31,39,21
4,4,13,5,18,43,24,26,27
3,7,2,20,25,34,15,29,32
0,0,23,28,11,22,10,42,34
4,6,14,18,12,13,39,29,16
0,3,7,2,14,20,29,14,24
3,3,9,12,22,24,5,8,27
15,3,5,24,45,24,27,32,14
7,4,3,11,16,26,20,20,36
9,12,30,13,14,37,30,18,49
0,0,10,13,29,23,30,31,28
0,0,18,8,5,20,34,15,16
0,3,3,4,16,25,65,15,36
6,11,7,15,4,16,29,36,33
8,9,14,7,3,17,11,36,9
13,6,10,33,30,24,7,12,41
0,0,15,10,21,23,29,38,8
6,3,22,16,15,8,12,30,32
1,0,9,8,11,9,49,15,36
0,4,10,22,19,3,27,29,28
3,0,3,13,7,25,25,27,45
4,15,4,19,14,38,38,21,28
5,2,10,8,24,21,14,39,36
0,11,4,4,10,31,40,30,24
10,12,15,1,23,16,38,27,35
0,3,5,26,22,26,11,16,19
5,8,8,16,9,28,19,25,28
1,4,11,40,18,12,10,28,24
0,14,10,7,26,18,27,36,21
10,5,13,0,29,8,27,20,35
3,5,8,23,26,11,28,16,15
3,6,16,8,9,27,25,29,44
9,6,20,30,0,18,26,22,39
0,0,8,12,21,27,3,20,39
6,0,4,9,19,23,9,18,33
